MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
5915|treat (someone, e.g. a meal)|VsuruT||||||
5916|feel disappointed, feel dejected, lose heart, feel emotionally drained, feel let down|VsuruI||||||
5917|report, inform|VsuruT||||||
5918|prepare, arrange, provide, get ready, lay out (e.g. a meal)|VsuruT|||1279|||
5919|cancel|VsuruT|||1281|||
5920|suspend, stop, discontinue, interrupt, cancel|VsuruT|||1282|||
5921|proceeding the capital (Tokyo), going the capital|VsuruI||||||
5922|enter preschool|VsuruI||||||
5923|discover, detect, find|VsuruT||||||
5924|issue, publish|VsuruT||||||
5925|take care, guard, take caution|VsuruI||||||
5926|be injured, be hurt|VsuruI||||||
5927|be stressed, be nervous, be irritated|VsuruI||||||
5928|be tense, be nervous, be strained|VsuruI||||||
5929|guide, show, conduct|VsuruT||||||
5930|interpret|VsuruI||||||
5931|breed, raise, rear|VsuruT||||||
5932|inspect, read|VsuruT||||||
5933|starve death|VsuruI||||||
5934|stamp, affix a seal, seal up, seal off|VsuruT||||||
5935|retire|VsuruI||||||
5936|cross|VsuruI||||||
5937|rotate, revolve, turn|VsuruI||||||
5938|admire|VsuruT||||||
5939|collect data, cover and event|VsuruT||||||
5940|work out, exercise|VsuruI||||||
5941|disguise oneself, masquerade|VsuruI||||||
5942|send back, return the user|VsuruT||||||
5943|live a long life, live long|VsuruI||||||
5944|last long, wear well|VsuruI||||||
5945|fix, repair, mend, service|VsuruT|||1414|||
5946|record, document|VsuruT||||||
5947|set a record, show results, reach value|VsuruI||||||
5948|rest, relax, be relieved|VsuruI||||||
5949|emphasize, highlight, stress|VsuruT||||||
5950|distinguish between, differentiate, classify|VsuruI||||||
5951|calculate, reckon, count, forecast|VsuruT||||||
5952|determine, resolve|VsuruI||||||
5953|decide, determine|VsuruI||||||
5954|change, modify, alter, revise, amend|VsuruT||||||
5955|study abroad|VsuruI|||1385|||
5956|participate, be invlolved|VsuruI||||||
5957|lead, guide, coach|VsuruT||||||
5958|experiment|VsuruI||||||
5959|operate (surgically), perform a surgery|VsuruI||||||
5960|enter Nirvana, become a Buddha, go heaven, rest in peace, die peacefully|VsuruI||||||
5961|return home|VsuruI||||||
5962|discharge, dismiss, lay off, fire|VsuruT||||||
5963|be hesitant, feel timid|VsuruI||||||
5964|limit, restrict|VsuruT||||||
5965|digest, understand thoroughly|VsuruT||||||
5966|firefight, extinguish a fire|VsuruT||||||
5967|plan, project, design|VsuruT||||||
5968|affirm, declare, assert|VsuruT||||||
5969|extinguish, destroy, efface|VsuruT||||||
5970|loiter, wander aimlessly, be undecided|VsuruI||||||
5971|obstruct, inbihit|VsuruT||||||
5972|estrange, neglect, alienate, cast out|VsuruT||||||
5973|decide, determine|VsuruT||||||
5974|hail each other, act in concert, agree, concord|VsuruI||||||
5975|reconsider|VsuruT||||||
5976|change into, convert to, transform, be reduced, influence, improve|VsuruI||||||
5977|provide, supply, pay, give an allowance, give a grant|VsuruT||||||
5978|weaken|VsuruI||||||
5979|restore, rehabilitate, recover, return, improve|VsuruT||||||
5980|assist, support, aid, help, subsidize, supplement|VsuruT||||||
5981|appear, arrive|VsuruI||||||
5982|complain (about various things)|VsuruI||||||
5983|laugh foolishly, smile thoughtlessly, talk indiscreetly, speak carelessly, flare up, burst inflames|VsuruI||||||
5984|decline, refuse, reject, turn down (polite)|VsuruI||||||
5985|regret, repent|VsuruT||||||
5986|sail, voyage, travel|VsuruI||||||
5987|open the public, exhibit|VsuruI||||||
5988|read aloud, read out loud|VsuruT||||||
5989|practice, practise, train|VsuruT||||||
5990|exterminate, eliminate, eradicate, suppress|VsuruT||||||
5991|confront, stand facing each other, square off against, hold one's own with|VsuruT||||||
5992|arrange, prepare, search (by police)|VsuruT||||||
5993|argue, quarrel|VsuruI||||||
5994|be dizzy, be giddy|VsuruI||||||
5995|hinder, intrude|VsuruT||||||
5996|attack, strike, offend, criticise, censure, denunciate, condemn|VsuruT||||||
5997|irrigate|VsuruT||||||
5998|take (a suspect ot the police), drag (someone) away|VsuruT||||||
5999|judge, decide, adjudicate, conclude, decipher, divine|VsuruT||||||
6000|aid, assist, help, reinforce, root (for), barrack, support, cheer|VsuruT||||||
6001|whisper, murmur|VsuruT||||||
6002|tremble, be nervous, be excited, be trilled|VsuruI||||||
6003|record (audio, a sound)|VsuruT||||||
6004|record (video)|VsuruT||||||
6005|be late|VsuruI||||||
6006|transfer jobs, relocate|VsuruI||||||
6007|be careful, pay heed, pay attention, be cautious|VsuruI||||||
6008|be patient, endure|VsuruI||||||
6009|despair, be hopeless|VsuruI||||||
6010|pose a question, ask|VsuruI|||||shitsumon wo suru|
6011|drop out of school|VsuruI||||||
6012|enter a higher-level school (esp. university)|VsuruI||||||
6013|depart|VsuruI||||||
6014|take refuge, find shelter, evacuate, escape|VsuruI||||||
6015|criticize, blame, censure, attack, reproach|VsuruT||||||
6016|cooperate, collaborate|VsuruI||||||
6017|announce, publicize|VsuruI||||||
6018|be vigilant, be cautious, guard (against)|VsuruI||||||
6019|search, investigate, inquire, enquire|VsuruI||||||
6020|operate, manage, process, manipulate, fiddle|VsuruT||||||
6021|search, investigate|VsuruI||||||
6022|negate, deny, repudiate|VsuruT||||||
6023|explode, detonate, erupt|VsuruI||||||
6024|commit suicide, kill oneself|VsuruI||||||
6025|exhibit, display|VsuruT||||||
6026|defend, guard|VsuruT||||||
6027|magnify, enlarge, expand|VsuruT||||||
6028|establish, create, pose (a problem), set, configure, assign, setup|VsuruT||||||
6029|erase, delete|VsuruT||||||
6030|eradicate, exterminate|VsuruT||||||
6031|kill, murder|VsuruT||||||
6032|complete, perfect, accomplish|VsuruT||||||
6033|conquer, subjugate, overcome|VsuruT||||||
6034|lock|VsuruT||||||
6035|shake hands|VsuruI||||||
6036|clap hands, applaud|VsuruI||||||
6037|be absent, not attend|VsuruI||||||
6038|exclude, remove, reject, eliminate, abate, lift (sanctions, etc..)|VsuruT||||||
6039|avenge|VsuruT||||||
6040|review, revise|VsuruT||||||
6041|swim|VsuruI||||||
6042|see, look at|VsuruT||||||
6043|greet, salute, address, reply to, respond to|VsuruT||||||
6044|stimulate, encourage, motivate, provoke|VsuruT||||||
6045|dangle, be dangling|VsuruI||||||
6046|import, introduce|VsuruT||||||
6047|leave, be rude|VsuruI||||||
6048|live in luxury|VsuruI||||||
6049|be worthy of, be proportionate to, correspond (in meaning, function, etc.), be equivalent|VsuruI||||||
6050|represent, be a delegate of|VsuruT||||||
6051|hospitalise, hospitalize|VsuruT||||||
6052|produce, manufacture|VsuruT||||||
6053|settle (financially), square accounts, clear debts, liquidate, end (a relationship), break up (with), bury (the past), redeem (one's faults)|VsuruT||||||
6054|calculate exactly, square accounts, adjust financially|VsuruT||||||
6055|exist, be|VsuruI||||||
6056|establish proof, demonstrate, substantiate|VsuruI||||||
6057|remember, recollect|VsuruT||||||
6058|inject|VsuruT||||||
6059|dispatch, depatch, transmit|VsuruT||||||
6060|start, depart, take off|VsuruT||||||
6061|imagine, guess|VsuruT||||||
6062|oppose, resist, contrast, object, dissent, reverse|VsuruT||||||
6063|automate|VsuruT||||||
6064|move, excite, impress|VsuruT||||||
6065|consult (with)|VsuruI||||||
6066|take the plate, pitch a game|VsuruI||||||
6067|inspect, examine, scan, check|VsuruT||||||
6068|look up (e.g. a word in a dictionary), retrieve (e.g. data), search for, refer to|VsuruT||||||
6069|affirm, confirm, validate, make sure|VsuruT||||||
6070|sightsee|VsuruI||||||
6071|publish, issue|VsuruT||||||
6072|cross (eachother), intersect|VsuruI||||||
6073|examine, consider, test, quiz|VsuruT||||||
6074|remit, send, tansfer (money)|VsuruT||||||
6075|notify, report, post|VsuruT||||||
6076|fall, decline, lower, deteriorate, degrade|VsuruI||||||
6077|be entranced, be enraptured, be transported, be fascinated, be absentminded, be miles away, be in a world of one's own|VsuruI||||||
6078|glitter, sparkle, glisten, twinkle|VsuruI||||||
6079|flee, desert, escape|VsuruI||||||
6080|fly, soar|VsuruI||||||
6081|firefly, lightning bug, glowworm|NFa||||||
6082|blink (one's eyes), wink, bat, twinkle (e.g. stars), flicker, waver|VkuI||||||
6083|how, how much, up to how much, to what extent, to what degree|ADg||||||
6084|one night, one evening|AT||||||
6085|complete, entire|Sx||||||
6086|walk about, walk to and fro, pace around|VrugI||||||
6087|to turn up, to make an appearance, to put in an appearance, to appear, to show up|CE||||||
6088|cry (esp. animal), roar, chirp, tweet, bark, whine, meow|NAc||||||
6089|echo, reverberation, sound|NAc||||||
6090|resound, echo, reverberate|VrugI||||||
6091|oversleep|VsuI||||||
6092|sleep in late, oversleep|VsuruI||||||
6093|sleeping in late, oversleeping|NAc||||||
6094|late riser, sleepy head|Npe||||||
6095|miss (train, bus, …)|VruiT||||||
6096|alarm clock|NGO||||||
6097|alarm (clock)|NGO||||||
6098|opening one's eyes, keeping one's eyes open|NAc||||||
6099|brilliant, splendid, striking, remarkable|Ai||||||
6100|someone does/is X as a personal favor for someone else (polite)|VC|Politer than "te morau".|X morau @ X = verb te form|1431||te morau|
6101|hedgehog|NFa||||||
6102|dark gray, dark grey, slate|NCo||||||
6103|I have a problem|CE||||||
6104|(I) hope that X|SSD|ME#0245;0246|||||
6105|(it's) well made|CE||||||
6106|do the dishes|VuI||||||
6107|divide (into), split (into), part, separate, divide up, classify, sort out, divide out​|VruiT||||||
6108|share, distribute, deal out, dish out​|VruiT||||||
6109|distinguish, discriminate, differentiate (between)​|VruiT||||||
6110|break up (a fight), mediate​|VruiT||||||
6111|call a draw, tie​|VruiT||||||
6112|push one's way through (a crowd)​|VruiT||||||
6113|sell​|VruiT||||||
6114|clean (usu. vacuum cleaner)|NGO||||||
6115|give (someone) a treat|VrugT||||||
6116|be extravagant, live|VrugI||||||
6117|be proud, be haughty|VrugI||||||
6118|inform, guide, instruct, lead, show around, announce, invite, make acquaintance with|VsuruT||||||
6119|florist|NPe||||||
6120|flower shop, florist|NPl||||||
6121|letter of recommendation, recommendation letter|NGO||||||
6122|recommendation, referral, endorsement|NAc||||||
6123|recommend, refer, endorse|VsuruT||||||
6124|explain|VsuruT||||||
6125|will you please do X|VC||X kurenai @ X = verb te form (expression used when the request may cause some trouble to the other person)|||te kuremasen ka, te itadakemasen ka|
6126|could you please do X|VC||X itadakemasen ka @ X = verb te form (expression used when the request may cause some trouble to the other person)|||te kuremasen ka, te kurenai|
6127|daruma, tumbling doll, round, red-painted good-luck doll in the shape of Bodhidharma, with an blank eye to be completed when a person's wish is granted|NGO||||||
6128|also there|PP|Literally: also (at a place) where the action is performed|||||
6129|eyebrow, eyebrows, brow|NAn||||||
6130|moustache|NAn||||||
6131|beard|NAn||||||
6132|(cheek) whiskers|NAn||||||
6133|the 12 signs of the Chinese zodiac|NACF||||||
6134|cotton|NFl||||||
6135|face|NAn||||||
6136|mask, face guard|NCO||||||
6137|(in kendo) striking the head|NAc||||||
6138|surface (esp. a geometrical surface)|NMSE||||||
6139|page|NGO||||||
6140|aspect, facet, side|NACF||||||
6141|chamfer|NACF||||||
6142|noodles|NCu||||||
6143|dismissal|NAc||||||
6144|drum|NGO|Usually refers to a Japanese-style drum.|||||
6145|ancient times|NACF||||||
6146|folklore demons of the Oga Peninsula (villagers dress up as namahage on New Year's Eve and frighten children)|NPe||||||
6147|as for in|PP|||1444|||
6148|(I) hope that X|SSD|ME#0247;0248|||||
6149|I plan to X|SSD||X wo yotei da|1448|||
6150|scholarship, stipend, bursary|NACF||||||
6151|student loan|NACF|||1450|||
6152|miserable, pitiable, shameful, deplorable, pathetic|Ai|Also used as an insult in a condescending setting.|||||
6153|harbour, harbor, port|NPl||||||
6154|importantly, valuably, seriously|AM||||||
6155|zealously, enthusiatically|AM||||||
6156|directly, erectly, straightforwardly, honestly, frankly|AM||||||
6157|approval, agreement, support, favour, favor|NACF||||||
6158|arm|NAn||||||
6159|skill|NACF||||||
6160|arm (esp. upper arm)|NAn||||||
6161|counter used to measure the thickness of round objects|C||||||
6162|go smoothly, turn out well, do the trick, have peaceful relations|VKuI||||||
6163|moving (dwelling, office, etc.), changing residence|NAc||||||
6164|appearing all together|NAc||||||
6165|news, word, tidings, notice, notification, information, omen|NACF||||||
6166|picture book, children's book|NGO||||||
6167|jail, gaol, prison|NPl||||||
6168|Netflix|NNe||||||
6169|mood, situation|NACF||||||
6170|someone with no presence, someone who doesn't stand out at all|NPe||||||
6171|nap (afternoon), siesta|NACF||||||
6172|Hirune|NPl||||||
6173|take a nap|VsuruI||||||
6174|sports ground, playing field, playground|NPl||||||
6175|manner of doing, way, method, means|NACF||||||
6176|group|NACF||||||
6177|how, by what means|AM||||||
6178|attractive, good-looking, handsome, stylish, cool, smooth, neat, with-it, groovy|Ai||||||
6179|attractive, good-looking, handsome, stylish, cool, smooth, neat, with-it, groovy|Ai||||||
6180|sexy|An||||||
6181|favorable, favourable, satisfactory|An||||||
6182|main principle, gist, general plan, guidelines, outline|NACF||||||
6183|important points, main points|NACF||||||
6184|sunshine, sunlight|NACF||||||
6185|overseas travel, (in preliberation China) a store operated by a foreigner|NACF||||||
6186|winter vacation|NACF||||||
6187|one day, first day of the month|NT||||||
6188|how long, how far, how much|ADg||||||
6189|(hospital) nurse, (registered nurse, RN|NPe||||||
