Index|Romaji construction|Kana construction|Alternate Spellings|Common|Extra keywords Jap|Preposition|Kanji Root|Latin Root|Exception index|MeaningEN|Extra keywordsEN|MeaningFR|Extra keywordsFR|MeaningES|Extra keywordsES|
23123|tsuyuake suru|梅雨明けする||1|梅雨明け||梅雨明け|tsuyuake |107|35101||5291||5291||
23124|tsuyatsuya suru|艶々する|艶艶する|1|艶々||艶々|tsuyatsuya |107|35100||5292||5292||
23125|tsuuwa suru|通話する||1|通話||通話|tsuuwa |107|35099||5293||5293||
23126|tsuutatsu suru|通達する|tsuudatsusuru|1|通達||通達|tsuutatsu |107|35097;35098||5294;5295||5294;5295||
23127|tsuushou suru|通商する||1|通商||通商|tsuushou |107|35096||5296||5296||
23128|tsuukon suru|痛恨する||1|痛恨||痛恨|tsuukon |107|35095||5297||5297||
23129|tsuukoku suru|通告する||1|通告|を|通告|tsuukoku |107|35094||5298||5298||
23130|tsuukan suru|通関する||1|通関||通関|tsuukan |107|35093||5299||5299||
23131|tsuukan suru|痛感する||1|痛感|を|痛感|tsuukan |107|35092||5300||5300||
23132|tsuuin suru|通院する||1|通院||通院|tsuuin |107|35091||5301||5301||
23133|tsuuhou suru|通報する||1|通報|を|通報|tsuuhou |107|35089||5302||5302||
23134|tsuuhan suru|通販する||1|通販||通販|tsuuhan |107|35088||5303||5303||
23135|tsuugaku suru|通学する||1|通学||通学|tsuugaku |107|35087||5304||5304||
23136|tsuri suru|釣りする|釣する|1|釣り||釣り|tsuri |107|35086||5305||5305||
23137|tsundoku suru|積ん読する|積読する, つん読する|1|積ん読||積ん読|tsundoku |107|35085||5306||5306||
23138|tsuizui suru|追随する||1|追随||追随|tsuizui |107|35083;35084||5307;5308||5307;5308||
23139|tsuitou suru|追悼する||1|追悼|を|追悼|tsuitou |107|35082||5309||5309||
23140|tsuigeki suru|追撃する||1|追撃|を|追撃|tsuigeki |107|35081||5310||5310||
23141|tsuichou suru|追徴する||1|追徴|を|追徴|tsuichou |107|35080||5311||5311||
23142|tsugihagi suru|継ぎ接ぎする|継ぎはぎする, 継接ぎする|1|継ぎ接ぎ|を|継ぎ接ぎ|tsugihagi |107|35078;35079||5312;5313||5312;5313||
23143|tsuba suru|唾する|唾きする, tsubakisuru, tsuwakisuru, tsuwasuru, tsusuru, tsuwappasuru|1|唾||唾|tsuba |107|35077||5314||5314||
23144|tozan suru|登山する||1|登山||登山|tozan |107|35076||5315||5315||
23145|touyou suru|登用する|登庸する|1|登用|を|登用|touyou |107|35075||5316||5316||
23146|touyo suru|投与する||1|投与||投与|touyo |107|35074||5317||5317||
23147|touyaku suru|投薬する||1|投薬||投薬|touyaku |107|35073||5318||5318||
23148|touwaku suru|当惑する||1|当惑||当惑|touwaku |107|35072||5319||5319||
23149|toutatsu suru|到達する||1|到達||到達|toutatsu |107|35071||5320||5320||
23150|tousui suru|陶酔する||1|陶酔||陶酔|tousui |107|35069;35070||5321;5322||5321;5322||
23151|tousou suru|闘争する|斗争する|1|闘争||闘争|tousou |107|35068||5323||5323||
23152|tousho suru|投書する||1|投書||投書|tousho |107|35066;35067||5324;5325||5324;5325||
23153|tousha suru|投射する||1|投射|を|投射|tousha |107|35065||5326||5326||
23154|touseki suru|透析する||1|透析||透析|touseki |107|35064||5327||5327||
23155|touseki suru|投石する||1|投石||投石|touseki |107|35063||5328||5328||
23156|tousei suru|統制する||1|統制|を|統制|tousei |107|35062||5329||5329||
23157|tousan suru|倒産する||1|倒産||倒産|tousan |107|35061||5330||5330||
23158|tousai suru|登載する||1|登載|を|登載|tousai |107|35060||5331||5331||
23159|tourui suru|盗塁する||1|盗塁||盗塁|tourui |107|35059||5332||5332||
23160|touron suru|討論する||1|討論|を|討論|touron |107|35058||5333||5333||
23161|tourai suru|到来する||1|到来||到来|tourai |107|35057||5334||5334||
23162|toumen suru|当面する||1|当面|を|当面|toumen |107|35056||5335||5335||
23163|toukyuu suru|投球する||1|投球||投球|toukyuu |107|35055||5336||5336||
23164|toukou suru|登校する||1|登校||登校|toukou |107|35054||5337||5337||
23165|toukou suru|投降する||1|投降||投降|toukou |107|35053||5338||5338||
23166|toukou suru|投稿する||1|投稿|を|投稿|toukou |107|35052||5339||5339||
23167|touki suru|騰貴する||1|騰貴||騰貴|touki |107|35051||5340||5340||
23168|touki suru|登記する||1|登記||登記|touki |107|35050||5341||5341||
23169|touki suru|投棄する||1|投棄|を|投棄|touki |107|35049||5342||5342||
23170|touketsu suru|凍結する||1|凍結||凍結|touketsu |107|35047||5343||5343||
23171|toukatsu suru|統括する|統轄する|1|統括|を|統括|toukatsu |107|35045||5344||5344||
23172|toukaku suru|倒閣する||1|倒閣||倒閣|toukaku |107|35044||5345||5345||
23173|touka suru|投下する||1|投下||投下|touka |107|35042;35043||5346;5347||5346;5347||
23174|toujou suru|搭乗する||1|搭乗|を|搭乗|toujou |107|35041||5348||5348||
23175|tougi suru|討議する||1|討議|を|討議|tougi |107|35040||5349||5349||
23176|touei suru|投影する||1|投影|を|投影|touei |107|35039||5350||5350||
23177|touchou suru|盗聴する||1|盗聴|を|盗聴|touchou |107|35038||5351||5351||
23178|touchou suru|登頂する||1|登頂||登頂|touchou |107|35037||5352||5352||
23179|touchoku suru|当直する||1|当直||当直|touchoku |107|35036||5353||5353||
23180|touchi suru|倒置する||1|倒置|を|倒置|touchi |107|35035||5354||5354||
23181|toubyou suru|闘病する||1|闘病||闘病|toubyou |107|35034||5355||5355||
23182|toubun suru|等分する||1|等分|を|等分|toubun |107|35033||5356||5356||
23183|tosshutsu suru|突出する||1|突出||突出|tosshutsu |107|35032||5357||5357||
23184|tosou suru|塗装する||1|塗装|を|塗装|tosou |107|35031||5358||5358||
23185|toro suru|吐露する||1|吐露|を|吐露|toro |107|35030||5359||5359||
23186|tomo suru|供する|伴する, 侶する|1|供|を|供|tomo |107|35029||5360||5360||
23187|tokuyaku suru|特約する||1|特約|を|特約|tokuyaku |107|35028||5361||5361||
23188|tokusoku suru|督促する||1|督促|を|督促|tokusoku |107|35027||5362||5362||
23189|tokusetsu suru|特設する||1|特設|を|特設|tokusetsu |107|35026||5363||5363||
23190|tokusen suru|特選する|特撰する|1|特選||特選|tokusen |107|35025||5364||5364||
23191|tokusan suru|特産する||1|特産||特産|tokusan |107|35024||5365||5365||
23192|tokuhyou suru|得票する||1|得票||得票|tokuhyou |107|35023||5366||5366||
23193|tokuhitsu suru|特筆する||1|特筆|を|特筆|tokuhitsu |107|35022||5367||5367||
23194|tokubai suru|特売する||1|特売||特売|tokubai |107|35021||5368||5368||
23195|tokou suru|渡航する||1|渡航||渡航|tokou |107|35020||5369||5369||
23196|tokkun suru|特訓する||1|特訓||特訓|tokkun |107|35019||5370||5370||
23197|tobihi suru|飛び火する|飛火する|1|飛び火||飛び火|tobihi |107|35017||5371||5371||
23198|tewake suru|手分けする||1|手分け||手分け|tewake |107|35016||5372||5372||
23199|tettei suru|徹底する||1|徹底||徹底|tettei |107|35014||5373||5373||
23200|tesshuu suru|撤収する||1|撤収||撤収|tesshuu |107|35012;35013||5374;5375||5374;5375||
23201|tesaguri suru|手探りする|手さぐりする|1|手探り||手探り|tesaguri |107|35011||5376||5376||
23202|teppai suru|撤廃する||1|撤廃|を|撤廃|teppai |107|35010||5377||5377||
23203|tenuki suru|手抜きする|手抜する|1|手抜き||手抜き|tenuki |107|35007||5378||5378||
23204|tentou suru|転倒する|顛倒する|1|転倒||転倒|tentou |107|35004;35005;35006||5379;5380;5381||5379;5380;5381||
23205|tenshutsu suru|転出する||1|転出||転出|tenshutsu |107|35003||5382||5382||
23206|tenshoku suru|転職する||1|転職||転職|tenshoku |107|35002||5383||5383||
23207|tenshin suru|転身する||1|転身||転身|tenshin |107|35001||5384||5384||
23208|tensen suru|転戦する||1|転戦||転戦|tensen |107|35000||5385||5385||
23209|tensaku suru|添削する||1|添削|を|添削|tensaku |107|34999||5386||5386||
23210|tenraku suru|転落する|顛落する|1|転落||転落|tenraku |107|34997;34998||5387;5388||5387;5388||
23211|tenpuku suru|転覆する|顛覆する, 転ぷくする|1|転覆|を|転覆|tenpuku |107|34995;34996||5389;5390||5389;5390||
23212|tenpu suru|添付する|添附する|1|添付|を|添付|tenpu |107|34994||5391||5391||
23213|tenkou suru|転向する||1|転向||転向|tenkou |107|34993||5392||5392||
23214|tenka suru|転嫁する||1|転嫁||転嫁|tenka |107|34991;34992||5393;5394||5393;5394||
23215|tenka suru|添加する||1|添加|を|添加|tenka |107|34990||5395||5395||
23216|tenjou suru|添乗する||1|添乗|を|添乗|tenjou |107|34989||5396||5396||
23217|tenbou suru|展望する||1|展望||展望|tenbou |107|34988||5397||5397||
23218|tenbai suru|転売する||1|転売|を|転売|tenbai |107|34987||5398||5398||
23219|tenaoshi suru|手直しする||1|手直し|を|手直し|tenaoshi |107|34986||5399||5399||
23220|ten'you suru|転用する||1|転用|を|転用|ten'you |107|34985||5400||5400||
23221|ten'yaku suru|点訳する||1|点訳|を|点訳|ten'yaku |107|34984||5401||5401||
23222|ten'i suru|転移する||1|転移||転移|ten'i |107|34979;34980;34981;34982||5402;5403;5404;5405||5402;5403;5404;5405||
23223|tekkyo suru|撤去する||1|撤去||撤去|tekkyo |107|34977;34978||5406;5407||5406;5407||
23224|tekkai suru|撤回する||1|撤回|を|撤回|tekkai |107|34976||5408||5408||
23225|tekishutsu suru|摘出する||1|摘出||摘出|tekishutsu |107|34974;34975||5409;5410||5409;5410||
23226|tekiou suru|適応する||1|適応||適応|tekiou |107|34973||5411||5411||
23227|tekihatsu suru|摘発する||1|摘発|を|摘発|tekihatsu |107|34972||5412||5412||
23228|tekigou suru|適合する||1|適合||適合|tekigou |107|34971||5413||5413||
23229|tekichuu suru|的中する|適中する|1|的中||的中|tekichuu |107|34969;34970||5414;5415||5414;5415||
23230|teiyaku suru|締約する||1|締約||締約|teiyaku |107|34968||5416||5416||
23231|teitai suru|停滞する||1|停滞||停滞|teitai |107|34967||5417||5417||
23232|teiso suru|提訴する||1|提訴||提訴|teiso |107|34966||5418||5418||
23233|teishou suru|提唱する||1|提唱|を|提唱|teishou |107|34965||5419||5419||
23234|teishoku suru|抵触する|觝触する, 牴触する|1|抵触||抵触|teishoku |107|34962;34963||5420;5421||5420;5421||
23235|teisen suru|停戦する||1|停戦||停戦|teisen |107|34961||5422||5422||
23236|teisatsu suru|偵察する||1|偵察|を|偵察|teisatsu |107|34960||5423||5423||
23237|teiryuu suru|底流する||1|底流||底流|teiryuu |107|34959||5424||5424||
23238|teiraku suru|低落する||1|低落||低落|teiraku |107|34958||5425||5425||
23239|teimei suru|低迷する||1|低迷||低迷|teimei |107|34957||5426||5426||
23240|teiketsu suru|締結する||1|締結|を|締結|teiketsu |107|34955;34956||5427;5428||5427;5428||
23241|teikei suru|提携する||1|提携|を|提携|teikei |107|34954;34906||5429;5430||5429;5430||
23242|teihaku suru|停泊する|碇泊する|1|停泊||停泊|teihaku |107|34953||5431||5431||
23243|teigen suru|提言する||1|提言|を|提言|teigen |107|34952||5432||5432||
23244|teigen suru|低減する||1|低減|を|低減|teigen |107|34951;34947||5433;5434||5433;5434||
23245|teichaku suru|定着する||1|定着||定着|teichaku |107|34949;34950||5435;5436||5435;5436||
23246|tedasuke suru|手助けする||1|手助け|を|手助け|tedasuke |107|34948||5437||5437||
23247|teate suru|手当する|手当てする|1|手当||手当|teate |107|34945;34946||5438;5439||5438;5439||
23248|tayouka suru|多様化する||1|多様化||多様化|tayouka |107|34944||5440||5440||
23249|tantei suru|探偵する||1|探偵||探偵|tantei |107|34943||5441||5441||
23250|tanshuku suru|短縮する||1|短縮|を|短縮|tanshuku |107|34942||5442||5442||
23251|tansei suru|丹精する|丹誠する|1|丹精||丹精|tansei |107|34941||5443||5443||
23252|tansa suru|探査する||1|探査|を|探査|tansa |107|34940||5444||5444||
23253|tanraku suru|短絡する||1|短絡||短絡|tanraku |107|34938;34939||5445;5446||5445;5446||
23254|tanpo suru|担保する||1|担保||担保|tanpo |107|34937||5447||5447||
23255|tannou suru|堪能する||1|堪能||堪能|tannou |107|34936||5448||5448||
23256|tankyuu suru|探究する||1|探究||探究|tankyuu |107|34935||5449||5449||
23257|tankyuu suru|探求する||1|探求|を|探求|tankyuu |107|34934||5450||5450||
23258|takuma suru|琢磨する||1|琢磨|を|琢磨|takuma |107|34933||5451||5451||
23259|takuhai suru|宅配する||1|宅配||宅配|takuhai |107|34932||5452||5452||
23260|takuetsu suru|卓越する||1|卓越||卓越|takuetsu |107|34931||5453||5453||
23261|takoku suru|他国する||1|他国||他国|takoku |107|34928;34929;34930||5454;5455;5456||5454;5455;5456||
23262|taitoku suru|体得する||1|体得|を|体得|taitoku |107|34927||5457||5457||
23263|taishoku suru|退職する||1|退職||退職|taishoku |107|34926||5458||5458||
23264|taisha suru|退社する||1|退社||退社|taisha |107|34924;34925||5459;5460||5459;5460||
23265|taisha suru|代謝する||1|代謝||代謝|taisha |107|34923||5461||5461||
23266|taiseki suru|堆積する||1|堆積||堆積|taiseki |107|34922||5462||5462||
23267|tairon suru|対論する||1|対論||対論|tairon |107|34921||5463||5463||
23268|tainou suru|滞納する|怠納する|1|滞納||滞納|tainou |107|34920||5464||5464||
23269|tainin suru|退任する||1|退任||退任|tainin |107|34919||5465||5465||
23270|taimen suru|対面する|taimesuru|1|対面|を|対面|taimen |107|34917;34918||5466;5467||5466;5467||
23271|taikyoku suru|対局する||1|対局||対局|taikyoku |107|34916||5468||5468||
23272|taikyo suru|退去する||1|退去||退去|taikyo |107|34914;34915||5469;5470||5469;5470||
23273|taikutsu suru|退屈する|怠屈する|1|退屈||退屈|taikutsu |107|34913||5471||5471||
23274|taikou suru|対向する||1|対向||対向|taikou |107|34912||5472||5472||
23275|toukan suru|投函する|投かんする|0|投函|を|投函|toukan |107|35516||5473||5473||
23276|takai suru|他界する||0|他界||他界|takai |107|35515||5474||5474||
23277|sukejuuru suru|スケジュールする||0|スケジュール|を|スケジュール|sukejuuru |107|35514||5475||5475||
23278|sukeeto suru|スケートする||0|スケート||スケート|sukeeto |107|35513||5476||5476||
23279|sukecchi suru|スケッチする||0|スケッチ|を|スケッチ|sukecchi |107|35512||5477||5477||
23280|shibetsu suru|死別する||0|死別||死別|shibetsu |107|35511||5478||5478||
23281|seishiki suru|清拭する|seishokusuru|0|清拭|を|清拭|seishiki |107|35510||5479||5479||
23282|seidoka suru|制度化する||0|制度化|を|制度化|seidoka |107|35509||5480||5480||
23283|rebyuu suru|レビューする||0|レビュー|を|レビュー|rebyuu |107|35507;35508||5481;5482||5481;5482||
23284|nyuukai suru|入会する||0|入会|を|入会|nyuukai |107|35506||5483||5483||
23285|komagoma suru|細々する|細細する|0|細々||細々|komagoma |107|35504||5484||5484||
23286|jikiso suru|直訴する||0|直訴||直訴|jikiso |107|35503||5485||5485||
23287|ikkou suru|一考する||0|一考|を|一考|ikkou |107|35502||5486||5486||
23288|hentai suru|変態する||0|変態||変態|hentai |107|35498;35501||5487;5488||5487;5488||
23289|hanpuku suru|反復する|反覆する|0|反復|を|反復|hanpuku |107|35497||5489||5489||
23290|gekitai suru|撃退する||0|撃退|を|撃退|gekitai |107|35496||5490||5490||
23291|tensei suru|転生する||0|転生||転生|tensei |107|35864||5491||5491||
23292|tennyuu suru|転入する||0|転入||転入|tennyuu |107|35863||5492||5492||
23293|sakaurami suru|逆恨みする||0|逆恨み||逆恨み|sakaurami |107|35861;35862||5493;5494||5493;5494||
23294|saikousei suru|再構成する||0|再構成|を|再構成|saikousei |107|35860||5495||5495||
23295|saikou suru|再構する||0|再構|を|再構|saikou |107|35859||5496||5496||
23296|ritaia suru|リタイアする||0|リタイア||リタイア|ritaia |107|35858||5497||5497||
23297|reipu suru|レイプする||0|レイプ|を|レイプ|reipu |107|35857||5498||5498||
23298|nonbiri suru|のんびりする||0|のんびり||のんびり|nonbiri |107|35856||5499||5499||
23299|ijou suru|移乗する||0|移乗||移乗|ijou |107|35855||5500||5500||
23300|hyoui suru|憑依する||0|憑依|を|憑依|hyoui |107|35853;35854||5501;5502||5501;5502||
23301|hitodasuke suru|人助けする||0|人助け||人助け|hitodasuke |107|35852||5503||5503||
23302|hairu suru|配流する||0|配流|を|配流|hairu |107|35851||5504||5504||
23303|fiibaa suru|フィーバーする||0|フィーバー||フィーバー|fiibaa |107|35850||5505||5505||
23304|fauru suru|ファウルする||0|ファウル||ファウル|fauru |107|35849||5506||5506||
23305|buruburu suru|ぶるぶるする||0|ぶるぶる||ぶるぶる|buruburu |107|35848||5507||5507||
23306|shussha suru|出社する||0|出社||出社|shussha |107|35966||5508||5508||
23307|shikenbenkyou suru|試験勉強する||0|試験勉強||試験勉強|shikenbenkyou |107|35965||5509||5509||
