MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym|
13284|encontrar, detectar, descubrir|VsuT||||||
13285|hervir, calentar|VsuT||||||
13286|recordar|VsuT||||||
13287|mudarse, cambiar de residencia|VsuI||||||
13288|engañar, hacer trampas|VsuT||||||
13289|animar, entusiasmar, estimular|VsuT||||||
13290|desatar, deshacer|VsuT||||||
13291|remover, quitar, desinstalar|VsuT||||||
13292|dejar, salir, apearse, escabullirse|VsuT||||||
13293|reducir, disminuir|VsuT||||||
13294|burlarse, reírse de, escarnecer, enfriar, refrigerar|VsuT||||||
13295|enfriar, refrescar|VsuT||||||
13296|destruir, derrocar, hundir, arruinar|VsuT||||||
13297|secar, disecar, desaguar|VsuT||||||
13298|drenar|VsuT||||||
13299|bebérselo todo|VsuT||||||
13300|privar de rol, trabajo, etc (usualmente en pasivo)|VsuT||||||
13301|describir, expresar|VsuT||||||
13302|empezar a hablar, hablar, decir, proponer, sugerir, romper el hielo|VsuT||||||
13303|rezongar, replicar, alegar, contestar|VsuT||||||
13304|causar o producir sudor|VsuT||||||
13305|devolver (algo), restituir|VsuT||||||
13306|volverse, darse la vuelta|VsuT||||||
13307|tomar represalias|VsuT||||||
13308|(después de verbo en forma -masu) repetir, hacer otra vez|VsuT||||||
13309|esconder, ocultar|VsuT||||||
13310|secar, disecar|VsuT||||||
13311|tener la intensión de, aspirar a, proponerse|VsuT||||||
13312|matar|VsuT||||||
13313|exceder, sobrepasar, pasar, atravesar, rebasar|VsuT||||||
13314|vivir, tratar (con alguien)|VsuT||||||
13315|dedicar (tiempo)|VsuT||||||
13316|repetir, hacer algo otra vez|VsuT||||||
13317|demoler, romper, soltar, zafar|VsuT||||||
13318|derrotar|VsuT||||||
13319|tomar por, considerar, suponer, dar por, reputar, considerar, juzgar, estimar, tomar por, considerar, suponer, dar por, reputar|VsuT||||||
13320|pasar por alto, hacer caso omiso, prescindir|VsuT||||||
13321|regresar, devolver, retornar, restituir, retornar, volver, devolver, restablecer|VsuT||||||
13322|filtrar, regar, infiltrar|VsuT||||||
13323|drenar, flotar, verter(lágrimas, sangre)|VsuT||||||
13324|distribuir (electricidad sobre cables, música en un sistema PA, etc), circular (ej. un taxi), transmitir|VsuT||||||
13325|flotar, ir a la deriva|VsuT||||||
13326|perder algo|VsuT||||||
13327|librarse de|VsuT||||||
13328|curar|VsuT||||||
13329|corregir, reparar, arreglar|VsuT||||||
13330|crecer (barba, cabello, etc)|VsuT||||||
13331|alargar(se), estirar(se)|VsuT||||||
13332|extender|VsuT||||||
13333|enderezar|VsuT||||||
13334|untar (masa, crema)|VsuT||||||
13335|diluir, aguar|VsuT||||||
13336|posponer|VsuT||||||
13337|prolongar|VsuT||||||
13338|fortalecer, desarrollar, expandir, extender, estirar, prolongar, posponer|VsuT||||||
13339|caer, perder, dejar caer|VsuT||||||
13340|brillar|VsuI||||||
13341|indicar, mostrar, manifestar|VsuT||||||
13342|intentar, examinar|VsuT||||||
13343|vencer, derrotar, matar, abatir|VsuT||||||
13344|sumar (números)|VsuT||||||
13345|agregar, añadir|VsuT||||||
13346|hacer (ej. el trabajo de uno)|VsuT||||||
13347|mover, pasar, poner en movimiento, operar, inspirar, despertarse, influenciar, movilizar, negar, cambiar|VsuT||||||
13348|mover de sitio, cambiar de sitio, trasladar, trasvasar, contagiar, transmitir, transformar, cambiar, cambiar, sustituir, transferir|VsuT||||||
13349|cambiar el objeto del interés de uno o el enfoque|VsuT||||||
13350|pasar o tomar tiempo|VsuT||||||
13351|infectar|VsuT||||||
13352|permear algo con el olor o color de algo|VsuT||||||
13353|mover a la siguiente o etapa diferente de (un plan, etc.)|VsuT||||||
13354|vadear (un río, etc.), llevar a través de|VsuT||||||
13355|poner a través de, construir a través de|VsuT||||||
13356|entregar (en mano), dar, pasar, traspasar|VsuT||||||
13357|permitir, dejar, aprobar|VsuT||||||
13358|eximir (de bien), disculpar (de), confiar, perdonar, disculpar, poner en libertad, dejar salir|VsuT||||||
13359|confiar, resignarse, ceder|VsuT||||||
13360|permitir, dejar, aprobar|VsuT||||||
13361|eximir (de bien), disculpar (de), confiar, perdonar, poner en libertad, dejar salir|VsuT||||||
13362|confiar, resignarse, ceder|VsuT||||||
13363|permitir, dejar, aprobar|VsuT||||||
13364|eximir (de bien), disculpar (de), confiar, perdonar, disculpar, poner en libertad, dejar salir|VsuT||||||
13365|confiar, resignarse, ceder|VsuT||||||
13366|dibujar|VsuT||||||
13367|demarcar, marcar, dividir|VsuT||||||
13368|planear|VsuT||||||
13369|castigar, disciplinar|VsuT||||||
13370|confiar, dejar a una persona|VsuT||||||
13371|perder algo|VsuT||||||
13372|librarse de|VsuT||||||
13373|perder a alguien (esposa, niño, etc)|VsuT||||||
13374|escanciar, servir (bebidas)|VsuT||||||
13375|picar, clavar, pinchar|VsuT||||||
13376|extender la mano, abrir el paraguas|VsuI||||||
13377|estar matizado o teñido|VsuI||||||
13378|llevar (una espada) a lado|VsuI||||||
13379|apuntar, indicar|VsuT||||||
13380|nombrar, elegir a alguien, especificar alguna persona|VsuT||||||
13381|identificar, señalar|VsuT||||||
13382|aguijonear, picar los insectos|VsuT||||||
13383|bloquear, cortar, impedir el paso, cerrar, encerrar|VsuT||||||
13384|humectar, humedecer, lubricar, apagar un fuego, extinguir una llama|VsuT||||||
13385|revivir, recuperar (fortuna), subir|VsuT||||||
13386|encender fuego|VsuT||||||
13387|transcribir, duplicar, reproducir, trazar, pintar, imitar|VsuT||||||
13388|describir|VsuT||||||
13389|filmar, fotografiar|VsuT||||||
13390|proyectar, reflejar, proyectar (sombra)|VsuT||||||
13391|imponer|VsuT||||||
13392|tumbarse boca abajo|VsuI||||||
13393|apuntar, escribir|VsuI||||||
13394|aplastar, pulverizar, rellenar, moler|VsuT||||||
13395|apuntar (a algo), aspirar (a algo), tener un ojo puesto en, tener como objetivo|VsuT||||||
13396|soltar, descargar, lanzar, disminuir, reducir, dejar (una persona), descargar|VsuT||||||
13397|retirar dinero de una cuenta|VsuT||||||
13398|ponerse ropa la primera vez|VsuT||||||
13399|disminuir, dejar bajar, descargar|VsuT||||||
13400|retirar dinero de uan cuenta|VsuT||||||
13401|ponerse ropa la primera vez|VsuT||||||
13402|cortar en filetes (ej. un pescado)|VsuT||||||
13403|bajar (ej. bandera), lanzar (una barca), disminuir, reducir, dejar (una persona), descargar|VsuT||||||
13404|retirar dinero de una cuenta|VsuT||||||
13405|ponerse ropa la primera vez|VsuT||||||
13406|cortar en filetes (ej. un pescado)|VsuT||||||
13407|vender al por mayor, vegetales (rayados)|VsuT||||||
13408|abortar (embrión o feto) (matiz negativa)|VsuT||||||
13409|dividir, separar, liberar|VsuT||||||
13410|separar, dejar libre, soltar, liberar|VsuT||||||
13411|quemar, arder, quemar|VsuT||||||
13412|pasar, entregar, dar|VsuT||||||
13413|matar estrangulando, ahogar, sofocar|VsuT||||||
13414|extraer, eliminar, sacar, remover|VsuT||||||
13415|fugarse, escaparse|VsuI||||||
13416|dar rienda suelta, poner en libertad, dejar escapar|VsuT||||||
13417|dar rienda suelta, poner en libertad, dejar escapar|VsuT||||||
13418|sacar, retirar, extraer, sacar, retirar|VsuT||||||
13419|mirar desde arriba hacia abajo|VsuI||||||
13420|dejar pasar, pasar por alto, continuar, seguir, persistir, dejar paso a|VsuT||||||
13421|volar, disparar, lanzar|VsuT||||||
13422|pasar por alto, omitir|VsuT||||||
13423|galopar|VsuT||||||
13424|esparcir un rumor, contar una historia|VsuT||||||
13425|remover, transferir|VsuT||||||
13426|atacar, mofarse|VsuT||||||
13427|salir volando, salir corriendo|VsuI||||||
13428|pasar, atravesar|VsuI||||||
13429|hacer brillar, iluminar|VsuT||||||
13430|checar de nuevo, cambiar de parecer (positivamente)|VsuI||||||
13431|poner sobrio, quitar la borrachera, despertar|VsuT||||||
13432|mostrar, expresar, demostrar, mostrar, indicar, desplegar, expresar, mostrar, revelar, difundir, dar a conocer, hacer público, divulgar|VsuT||||||
13433|abreviar|VsuT||||||
13434|elaborar, establecer|VsuT||||||
13435|formar, convertirse, ponerse, hacerse, volverse etc. (cambios de estado)|VsuT||||||
13436|tratar de, intentar, lograr, realizar, llevar a cabo, tener éxito|VsuT||||||
13437|cambiar en|VsuT||||||
13438|hacer, desempeñar|VsuT||||||
13439|intentar de, tratar de|VsuT||||||
13440|tener un niño, ejecutar, realizar|VsuT||||||
13441|traer, causar, ocasionar, acarrear|VsuT||||||
13442|soprender, asustar, crear conmoción|VsuT||||||
13443|espantar, intimidar, asustar, amedrentar, amenazar, intimidar, asustar, sorprender|VsuT||||||
13444|molestar, fastidiar, importunar, preocupar|VsuT||||||
13445|llenar|VsuT||||||
13446|satisfacer, congraciarse|VsuT||||||
13447|revivir, resucitar, utilizar|VsuT||||||
13448|salir corriendo, comenzar a correr|VsuI||||||
13449|enfriar, humedecer, dejar enfriar, averiar|VsuT||||||
13450|efectuar, cumplir, llevar a cabo, lograr|VsuT||||||
13451|brotar, soplar hacia afuera, empezar a soplar|VsuI||||||
13452|hacer girar, voltear|VsuT||||||
13453|circular|VsuT||||||
13454|cancelar, anular, invalidar, retraer|VsuT||||||
13455|desordenar, desorganizar, desarreglar|VsuT||||||
13456|bajar, hacer bajar, dar, emitir un pronunciamiento|VsuT||||||
13457|desprender, despegar, raspar|VsuT||||||
13458|sonsacar|VsuT||||||
13459|exasperar, sacar de quicio, irritar|VsuT||||||
13460|cambiar en, transformar, convertirse, reducirse, influenciar, mejorar (alguien), transformar, convertir en, influir, perfeccionar(a alguien)|VsuI||||||
13461|depositar, guardar, confiar, delegar|VsuT||||||
13462|negar, tapar, borrar|VsuT||||||
13463|derribar empujando|VsuT||||||
13464|volver a lavar, relavar, volver a estudiar, reexaminar, investigar de nuevo|VsuT||||||
13465|crear, producir, desarrollar, crear, producir|VsuT||||||
13466|inventar, idear y crear|VsuT||||||
13467|dar a luz, parir|VsuT||||||
13468|salir, zarpar|VsuT||||||
13469|embarcarse (en una nueva aventura), ponerse en camino (para lograr algo)|VsuT||||||
13470|empezar a montar|VsuT||||||
13471|inclinarse hacia delante|VsuT||||||
13472|dibujar, trazar, expresar, imaginar|VsuT||||||
13473|pasar por desapercibido|VsuT||||||
13474|devolver, mandar de vuelta|VsuT||||||
13475|manchar, ensuciar, desgraciar, deshonrar|VsuT||||||
13476|contaminar, ensuciar, manchar, manchar, ensuciar|VsuT||||||
13477|dormir de más|VsuI||||||
13478|rebasar, pasarse de estación, superar|VsuT||||||
13479|pasearse en un vehículo|VsuT||||||
13480|cesar, abolir, renunciar, rendirse|VsuT||||||
13481|clavar, picar, pinchar, penetrar|VsuT||||||
13482|agotar, extremar|VsuI||||||
13483|olvidar, dar por perdido|VsuT||||||
13484|cometer, perpetrar, violar|VsuT||||||
13485|poner a reposar, madurar ideas, dejar dormir|VsuI||||||
13486|arrojar, lanzar, echar|VsuT||||||
13487|señalar, cerciorarse apuntando con el dedo|VsuT||||||
13488|corregir, ajustar, reformar, desagraviar, enderezar, enmendar|VsuT||||||
13489|aumentar, incrementar, acrecentar|VsuI||||||
13490|recuperar|VsuT||||||
13491|aumentar|VsuT||||||
13492|causar|VsuT||||||
13493|pronunciar, dictar una resolución|VsuT||||||
13494|extender, sobresalir|VsuI||||||
13495|extender, presentar, ofrecer|VsuT||||||
13496|pasar|VsuT||||||
13497|revelar, divulgar, descubrir, pasar toda la noche|VsuT||||||
13498|mojar, empapar|VsuT||||||
13499|escaparse de ~|VsuI||||||
13500|vituperear, omitir, zafar, soltar|VsuT||||||
13501|entregar, repartir, extraditar, estirar de un lado al otro, entregar, extraditar, extender, ceder|VsuT||||||
13502|repetir, devolver, volver sobre los pasos|VsuT||||||
13503|estremecer, sacudir|VsuT||||||
13504|prestar|VsuT||||||
13505|convocar, llamar (e.g. teléfono)|VsuT||||||
13506|invocar|VsuT||||||
13507|preguntar|VsuT||||||
13508|gastar, dedicar, malgastar|VsuT||||||
13509|urgir, presionar, apresurar|VsuT||||||
13510|sonar, repicar, roncar|VsuT||||||
13511|acostumbrar, domesticar|VsuT||||||
13512|celebrar eventos, causar, provocar|VsuT||||||
13513|añadir, adicionar|VsuT||||||
13514|voltear, considerar el lado opuesto|VsuT||||||
13515|hacer frente, estar opuesto, combinar, conectar, sumar, mezclar, hacer juego con, superponer, comparar, comprobar con|VsuT||||||
13516|escribir, publicar|VsuT||||||
13517|destrozar, estropear, asolar, arrasar|VsuT||||||
13518|mimar, consentir|VsuT||||||
13519|dejar, faltar|VsuT||||||
13520|desvanecer, ensombrecer|VsuT||||||
13521|dejar desordenado, desparramar|VsuT||||||
13522|cocinar al vapor, cocer al vapor, cocinar al vapor|VsuT||||||
13523|inflar, hinchar, abultar|VsuT||||||
13524|despistar, confundir, disimular, estafar|VsuT||||||
13525|sobresalir, sobrepasarse|VsuI||||||
13526|retrasar, ampliar, postergar, agrandar, aumentar, ampliar, retrasar, agrandar, aumentar, retrasar, ampliar|VsuT||||||
13527|devolver, restaurar, devolver, traer de vuelta, restaurar|VsuT||||||
13528|separar, desgarrar, rasgar, separar|VsuT||||||
13529|crecer, cultivar|VsuT||||||
13530|reembolsar, pagar|VsuT||||||
13531|remojar|VsuT||||||
13532|insinuar|VsuT||||||
13533|ondear, voltear, cambiar|VsuT||||||
13534|reescribir, editar|VsuT||||||
13535|remover, revolver, batir, registrar (en busca de algo), desordenar, perturbar|VsuT||||||
13536|tener mas ganadas que perdidas, dejar (a alguien) por (tres) rondas|VsuI||||||
13537|prescindir, dejar, abandonar|VsuT||||||
13538|contar, narrar, leer, relatar, decir|VsuT||||||
13539|humillar, menospreciar|VsuT||||||
13540|tener vista panorámica|VsuT||||||
13541|lucir, presumir|VsuT||||||
13542|pasar por alto, prescindir|VsuT||||||
13543|disimular, desvariar, distraer|VsuT||||||
13544|desconcertar, engañar, seducir, tentar|VsuT||||||
13545|hacer rodar|VsuT||||||
13546|derribar, revocar, volcar|VsuT||||||
13547|dominar, manejar bien, digerir, asimilar, disponer|VsuT||||||
13548|agotar, gastar, consumir, terminar|VsuT||||||
13549|doblar, retornar, regresar|VsuT||||||
13550|suponer, conjeturar, imaginar, proponer, recomendar|VsuT||||||
13551|afrontar, arriesgar, aventurar, profanar|VsuT||||||
13552|invadir, incursionar, entrar sin permiso, violar, meter por la fuerza|VsuT||||||
13553|enturbiar, ensuciar, contaminar|VsuT||||||
13554|amedrentar, meter miedo, asustar, atemorizar, intimidar|VsuT||||||
13555|rebasar, sobrepasar, superar|VsuT||||||
13556|echar, arrojar, expulsar, desterrar|VsuT||||||
13557|amenazar, amenazar, intimidar, asustar|VsuT||||||
13558|dejar (a alguien) tomar tu mano|VsuT||||||
13559|cambiar de posición, recuperarse|VsuT||||||
13560|entretener, dar la bienvenida|VsuT||||||
13561|repensar, volver a pensar, cambiar de idea|VsuT||||||
13562|aplazar, demorar, retrasar|VsuT||||||
13563|sacar a la luz (a la intemperie), exponer a los elementos, exponer (al sol, a la intemperie, al público, etc.), arriesgar, poner en peligro|VsuT||||||
13564|proyectar, aparecer a imagen|VsuT||||||
13565|ceder el paso, excederse|VsuT||||||
13566|empezar de nuevo, hacer de nuevo|VsuT||||||
13567|calcular, computar, inferir|VsuT||||||
13568|deleitar, dar placer, alegrar|VsuI||||||
13569|colgar|VsuT||||||
13570|sacar al mercado, poner en venta|VsuT||||||
13571|instigar, exhortar, fomentar|VsuT||||||
13572|dejar atrás|VsuT||||||
13573|iluminar, encender, encender, prender, dar lumbre|VsuT||||||
13574|recuperar, recobrar, regresar, recuperar, recobrar|VsuT||||||
13575|desmantelar, quitar, separar, remover|VsuT||||||
13576|reconstruir|VsuT||||||
13577|arar, labrar|VsuT||||||
13578|terminar, acabar de una vez, concluir|VsuT||||||
13579|pagar, devolver (dinero)|VsuT||||||
13580|arreglárselas (sin algo), apañárselas|VsuT||||||
13581|rechazar, apartar|VsuT||||||
13582|colgar, suspender, escurrir|VsuT||||||
13583|reconsiderar, volverlo a pensar|VsuT||||||
13584|recibir, comer, beber, vivir bajo (un gobernante), ser coronado con, instalar (un presidente), aceptar, comprar, tomar, coger, recibir (humilde), recibir de alguien superior, comer o beber, tomar, adquirir|VkuT||||||
13585|oír, escuchar|VkuT||||||
13586|preguntar|VkuT||||||
13587|oír|VkuT||||||
13588|escuchar (ej. música)|VkuT||||||
13589|preguntar|VkuT||||||
13590|secarse|VkuI||||||
13591|escribir|VkuT||||||
13592|trabajar, laborar|VkuI||||||
13593|funcionar, actuar, ser efectivo, entrar en juego|VkuI||||||
13594|cometer (e.g. un crimen), perpetrar, hacer, actuar, practicar|VkuI||||||
13595|conjugarse|VkuI||||||
13596|ponerse, adjuntarse, adherirse, conectarse con, teñirse, mancharse, asustarse, grabarse, comenzar (fuegos), seguir, volverse aliado de, acompañarse, estudiar con, incrementarse, aumentarse a|VkuI||||||
13597|llegar a, alcanzar|VkuI||||||
13598|formar parte de, sentarse a (e.g. la mesa)|VkuI||||||
13599|florecer|VkuI||||||
13600|percibir, notar, advertir|VkuI||||||
13601|alcanzar|VkuI||||||
13602|tensar, estirar, apretar el gatillo, tirar de|VkuT||||||
13603|atraer (atención, interés, etc)|VkuT||||||
13604|echarse para atrás|VkuT||||||
13605|robar (una carta)|VkuT||||||
13606|dibujar (plan, línea, etc)|VkuT||||||
13607|resfriarse|VkuT||||||
13608|tocar (instr. de cuerda)|VkuT||||||
13609|buscar (ej. diccionario), consultar|VkuT||||||
13610|arrastrar (vehículos)|VkuT||||||
